nombre,categoria,precio,marca,precio_anterior,referencia,etiqueta,stock,descripcion_secciones,especificaciones,info_marca
AMD Ryzen 5 5600,Procesador,2200,AMD,,100-100000927BOX,,25,"Descripción general | AMD Ryzen 5 5600: Procesador confiable de 6 núcleos, ideal para gaming 1080p y uso general. || Rendimiento y arquitectura | El AMD Ryzen 5 5600 ofrece un rendimiento sólido para gaming y productividad. Su arquitectura moderna garantiza eficiencia energética y capacidad de respuesta en tareas exigentes como edición, renderizado y multitarea pesada. || Compatibilidad | Este procesador AMD es compatible con placas madre del socket correspondiente, facilitando su integración en builds nuevas o actualizaciones. Verifica el socket de tu placa madre antes de comprar. || Casos de uso recomendados | Ideal para gamers, creadores de contenido y profesionales que buscan un equilibrio entre potencia y eficiencia. Funciona excelente para gaming en 1080p/1440p y cargas de trabajo de productividad.",Especificaciones del procesador: Socket=AM4; Núcleos=6 / Hilos - 12; Frecuencia=3.5-4.4 GHz; TDP=65W; Caché L3=32MB || General: Marca=AMD; Categoría=Procesador; Garantía=12 meses,"AMD es líder mundial en procesadores y tarjetas gráficas de alto rendimiento. Reconocida por su arquitectura Zen y RDNA, ofrece excelente relación precio-rendimiento para gaming y productividad profesional."
ASRock B650M Pro RS,Placa Madre,2900,ASRock,,B650M-PRO-RS,,15,"Descripción general | ASRock B650M Pro RS: Excelente opción económica para builds AM5 compactas. || Plataforma y características | La ASRock B650M Pro RS es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=AM5; Chipset=B650; Formato=Micro-ATX; RAM=DDR5, hasta 96GB; PCIe=4.0 x16 || General: Marca=ASRock; Categoría=Placa Madre; Garantía=12 meses","ASRock es fabricante de placas madre y tarjetas gráficas con enfoque en innovación y precio competitivo, popular entre armadores de PC de todos los niveles."
ASRock X670E Taichi,Placa Madre,8500,ASRock,,X670E-TAICHI,,4,"Descripción general | ASRock X670E Taichi: Diseño icónico de engranajes con especificaciones premium. || Plataforma y características | La ASRock X670E Taichi es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=AM5; Chipset=X670E; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=5.0 x16 || General: Marca=ASRock; Categoría=Placa Madre; Garantía=12 meses","ASRock es fabricante de placas madre y tarjetas gráficas con enfoque en innovación y precio competitivo, popular entre armadores de PC de todos los niveles."
ASUS Prime B760-PLUS,Placa Madre,2700,ASUS,,PRIME-B760-PLUS,,18,"Descripción general | ASUS Prime B760-PLUS: Opción base confiable para procesadores Intel de 12va-14va gen. || Plataforma y características | La ASUS Prime B760-PLUS es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.",Especificaciones de la placa: Socket=LGA1700; Chipset=B760; Formato=ATX; RAM=DDR4/DDR5 (según versión); PCIe=4.0 x16 || General: Marca=ASUS; Categoría=Placa Madre; Garantía=12 meses,ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
ASUS ROG Strix B760-F Gaming,Placa Madre,4400,ASUS,,ROG-STRIX-B760-F,,12,"Descripción general | ASUS ROG Strix B760-F Gaming: Estética ROG con buen rendimiento para gaming en Intel. || Plataforma y características | La ASUS ROG Strix B760-F Gaming es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=B760; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=4.0 x16 || General: Marca=ASUS; Categoría=Placa Madre; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
ASUS ROG Maximus Z790 Hero,Placa Madre,12500,ASUS,,ROG-MAXIMUS-Z790-HERO,,3,"Descripción general | ASUS ROG Maximus Z790 Hero: El tope de gama de ASUS para Intel, con todo el lujo posible. || Plataforma y características | La ASUS ROG Maximus Z790 Hero es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=Z790; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=5.0 x16 || General: Marca=ASUS; Categoría=Placa Madre; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
MSI PRO B760M-A,Placa Madre,2450,MSI,,PRO-B760M-A,EN STOCK,20,"Descripción general | MSI PRO B760M-A: Excelente costo-beneficio para sistemas Intel compactos. || Plataforma y características | La MSI PRO B760M-A es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=B760; Formato=Micro-ATX; RAM=DDR5, hasta 96GB; PCIe=4.0 x16 || General: Marca=MSI; Categoría=Placa Madre; Garantía=12 meses","MSI es un fabricante taiwanés reconocido por sus componentes gaming de alta calidad: tarjetas gráficas, placas madre y periféricos diseñados para entusiastas y jugadores exigentes."
MSI MPG Z790 Edge WiFi,Placa Madre,6800,MSI,,MPG-Z790-EDGE-WIFI,,8,"Descripción general | MSI MPG Z790 Edge WiFi: Gama media-alta con WiFi 6E y buen overclocking. || Plataforma y características | La MSI MPG Z790 Edge WiFi es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=Z790; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=5.0 x16 || General: Marca=MSI; Categoría=Placa Madre; Garantía=12 meses","MSI es un fabricante taiwanés reconocido por sus componentes gaming de alta calidad: tarjetas gráficas, placas madre y periféricos diseñados para entusiastas y jugadores exigentes."
Gigabyte B760M Gaming X AX,Placa Madre,2950,Gigabyte,,B760M-GAMING-X-AX,,16,"Descripción general | Gigabyte B760M Gaming X AX: Formato compacto con WiFi integrado para Intel. || Plataforma y características | La Gigabyte B760M Gaming X AX es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=B760; Formato=Micro-ATX; RAM=DDR5, hasta 96GB; PCIe=4.0 x16 || General: Marca=Gigabyte; Categoría=Placa Madre; Garantía=12 meses",Gigabyte es un fabricante líder de placas madre y tarjetas gráficas. Su línea AORUS está orientada al gaming de alto desempeño con diseños robustos y buena disipación.
Gigabyte Z790 Aorus Elite AX,Placa Madre,6200,Gigabyte,,Z790-AORUS-ELITE-AX,,9,"Descripción general | Gigabyte Z790 Aorus Elite AX: Buen punto medio entre precio y características para Z790. || Plataforma y características | La Gigabyte Z790 Aorus Elite AX es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=Z790; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=5.0 x16 || General: Marca=Gigabyte; Categoría=Placa Madre; Garantía=12 meses",Gigabyte es un fabricante líder de placas madre y tarjetas gráficas. Su línea AORUS está orientada al gaming de alto desempeño con diseños robustos y buena disipación.
ASRock B760M Pro RS,Placa Madre,2350,ASRock,,B760M-PRO-RS,,17,"Descripción general | ASRock B760M Pro RS: Una de las opciones más económicas para Intel B760. || Plataforma y características | La ASRock B760M Pro RS es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=B760; Formato=Micro-ATX; RAM=DDR5, hasta 96GB; PCIe=4.0 x16 || General: Marca=ASRock; Categoría=Placa Madre; Garantía=12 meses","ASRock es fabricante de placas madre y tarjetas gráficas con enfoque en innovación y precio competitivo, popular entre armadores de PC de todos los niveles."
ASRock Z790 Taichi,Placa Madre,9800,ASRock,,Z790-TAICHI,,4,"Descripción general | ASRock Z790 Taichi: Diseño premium con gran capacidad de overclocking. || Plataforma y características | La ASRock Z790 Taichi es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=Z790; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=5.0 x16 || General: Marca=ASRock; Categoría=Placa Madre; Garantía=12 meses","ASRock es fabricante de placas madre y tarjetas gráficas con enfoque en innovación y precio competitivo, popular entre armadores de PC de todos los niveles."
ASUS Prime Z790-P,Placa Madre,4800,ASUS,,PRIME-Z790-P,,10,"Descripción general | ASUS Prime Z790-P: Buen punto de entrada a Z790 para overclocking moderado. || Plataforma y características | La ASUS Prime Z790-P es la base de tu sistema, conectando todos los componentes. Ofrece soporte para procesadores modernos, ranuras de expansión PCIe y conectividad completa para almacenamiento y periféricos. || Conectividad y expansión | Incluye puertos USB de alta velocidad, ranuras M.2 para SSD NVMe y opciones de red. Su diseño de entrega de energía (VRM) garantiza estabilidad incluso con procesadores de gama alta. || Casos de uso recomendados | Ideal para armar un PC nuevo o actualizar tu plataforma. Elige según el socket de tu procesador y las características que necesites para tu build.","Especificaciones de la placa: Socket=LGA1700; Chipset=Z790; Formato=ATX; RAM=DDR5, hasta 128GB; PCIe=5.0 x16 || General: Marca=ASUS; Categoría=Placa Madre; Garantía=12 meses",ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
Corsair CV450 450W 80+ Bronze,Fuente de Poder,950,Corsair,,CP-9020210-NA,,30,"Descripción general | Corsair CV450 450W 80+ Bronze: Opción económica y confiable para builds básicas. || Potencia y eficiencia | La Corsair CV450 450W 80+ Bronze suministra energía estable y confiable a todos tus componentes. Su certificación de eficiencia garantiza menor consumo eléctrico y menos calor generado, prolongando la vida de tu equipo. || Protecciones y construcción | Incluye protecciones contra sobrevoltaje, sobrecorriente y cortocircuito para mantener seguros tus componentes. Su construcción de calidad asegura años de funcionamiento confiable. || Casos de uso recomendados | Esencial para cualquier PC. Elige la potencia según tu tarjeta gráfica y procesador — una buena fuente protege toda tu inversión en hardware.",Especificaciones de potencia: Potencia=450W; Certificación=80+ Bronze; Modular=No; Ventilador=120mm || General: Marca=Corsair; Categoría=Fuente de Poder; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
Corsair RM650x 650W 80+ Gold,Fuente de Poder,2100,Corsair,,CP-9020192-NA,,22,"Descripción general | Corsair RM650x 650W 80+ Gold: Totalmente modular y silenciosa para builds gaming medias. || Potencia y eficiencia | La Corsair RM650x 650W 80+ Gold suministra energía estable y confiable a todos tus componentes. Su certificación de eficiencia garantiza menor consumo eléctrico y menos calor generado, prolongando la vida de tu equipo. || Protecciones y construcción | Incluye protecciones contra sobrevoltaje, sobrecorriente y cortocircuito para mantener seguros tus componentes. Su construcción de calidad asegura años de funcionamiento confiable. || Casos de uso recomendados | Esencial para cualquier PC. Elige la potencia según tu tarjeta gráfica y procesador — una buena fuente protege toda tu inversión en hardware.",Especificaciones de potencia: Potencia=650W; Certificación=80+ Gold; Modular=Sí (total); Ventilador=135mm || General: Marca=Corsair; Categoría=Fuente de Poder; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
